,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,connection_type_id,connection_type_id_1,connection_type_id_2,connection_type_id_3,connection_type_id_4,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,end_form_id_1,end_form_id_2,end_form_id_3,end_form_id_4,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,length,length_1,length_2,length_3,length_4,material,mj_class_code,mj_plug_class_code,nominal_size_1,nominal_size_2,nominal_size_3,nominal_size_4,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,thread_pitch,thread_pitch_1,thread_pitch_2,thread_pitch_3,thread_pitch_4,thread_size,thread_size_1,thread_size_2,thread_size_3,thread_size_4,type,unique_feature,weight
498,,,Saddle,,,,boss,C-1974,CP-018,B-004,,,,,,,,,,,,,,,No,,31.75,,,,,,,,,,,,,,,,,,Yes,Round,,,,,,,,,,,,,,,,,,Boss,No,2.375
499,,,Saddle,,,,boss,C-1988,CP-018,B-005,,,,,,,,,,,,,,,No,,16.0,,,,,,,,,,,,,,,,,,Yes,Round,,,,,,,,,,,,,,,,,,Boss,No,0.055
500,,,Saddle,,,,boss,C-1990,CP-018,B-005,,,,,,,,,,,,,,,No,,16.0,,,,,,,,,,,,,,,,,,Yes,Round,,,,,,,,,,,,,,,,,,Boss,Yes,0.2
501,,,,,,,other,C-1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FLARED,,,,,,,,,,,,,,,,,,0.014
502,,,,,,,other,C-1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLEEVE-FLARED,,,,,,,,,,,,,,,,,,0.005
503,,,,,,,other,C-1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLLAR,,,,,,,,,,,,,,,,,,0.003
504,,,,,,,other,C-0422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHER-FUEL LIN,,,,,,,,,,,,,,,,,,0.003
505,,,,,,,other,C-1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING-NUT,,,,,,,,,,,,,,,,,,0.014
506,,,,,,,other,C-1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT,,,,,,,,,,,,,,,,,,0.023
507,,,,,,,other,C-1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT,,,,,,,,,,,,,,,,,,0.041
508,,,,,,,other,C-1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FUEL LINE,,,,,,,,,,,,,,,,,,0.045
509,,,,,,,other,C-1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.033
510,,,,,,,other,C-0958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.095
511,,,,,,,other,C-0562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.173
512,,,,,,,other,C-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-OIL LIN,,,,,,,,,,,,,,,,,,0.219
513,,,,,,,other,C-0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT,,,,,,,,,,,,,,,,,,0.07
514,,,,,,,other,C-1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.085
515,,,,,,,other,C-1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-A/C,,,,,,,,,,,,,,,,,,0.032
516,,,,,,,other,C-1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.18
517,,,,,,,other,C-0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.324
518,,,,,,,other,C-0751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.68
519,,,,,,,other,C-0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT,,,,,,,,,,,,,,,,,,0.035
520,,,,,,,other,C-1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-EXH PIP,,,,,,,,,,,,,,,,,,0.227
521,,,,,,,other,C-1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEAL-O-RING-ORFS,,,,,,,,,,,,,,,,,,0.001
522,,,,,,,other,C-1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINK,,,,,,,,,,,,,,,,,,0.072
523,,,,,,,other,C-1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD-FLANGED,,,,,,,,,,,,,,,,,,0.376
524,,,,,,,other,C-1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-INJ LINE,,,,,,,,,,,,,,,,,,0.045
525,,,,,,,other,C-0962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.55
526,,,,,,,other,C-0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-OIL LIN,,,,,,,,,,,,,,,,,,0.215
527,,,,,,,other,C-0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.09
528,,,,,,,other,C-1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-A/C,,,,,,,,,,,,,,,,,,0.022
529,,,,,,,other,C-1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHER-FUEL INJ,,,,,,,,,,,,,,,,,,0.003
530,,,,,,,other,C-1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-A/C,,,,,,,,,,,,,,,,,,0.058
531,,,,,,,other,C-1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUG,,,,,,,,,,,,,,,,,,0.025
532,,,,,,,other,C-0577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-ORFS,,,,,,,,,,,,,,,,,,0.157
533,,,,,,,other,C-1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FUEL INJ,,,,,,,,,,,,,,,,,,0.024
534,,,,,,,other,C-1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLT,,,,,,,,,,,,,,,,,,0.03
535,,,,,,,other,C-0365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.125
536,,,,,,,other,C-1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAP-A/C,,,,,,,,,,,,,,,,,,0.001
537,,,,,,,other,C-1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALVE AS.-A/C,,,,,,,,,,,,,,,,,,0.005
538,,,,,,,other,C-0578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-ORFS,,,,,,,,,,,,,,,,,,0.025
539,,,,,,,other,C-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.306
540,,,,,,,other,C-0855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLEEVE-CRIMP,,,,,,,,,,,,,,,,,,0.002
541,,,,,,,other,C-0442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-O DRAIN,,,,,,,,,,,,,,,,,,0.395
542,,,,,,,other,C-0617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.17
543,,,,,,,other,C-0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.062
544,,,,,,,other,C-1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLEEVE-ORFS,,,,,,,,,,,,,,,,,,0.014
545,,,,,,,other,C-0552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.177
546,,,,,,,other,C-1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.068
547,,,,,,,other,C-0752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.941
548,,,,,,,other,C-1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STUD-WELD,,,,,,,,,,,,,,,,,,0.022
549,,,,,,,other,C-0953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.144
550,,,,,,,other,C-0957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.127
551,,,,,,,other,C-1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-STR,,,,,,,,,,,,,,,,,,0.022
552,,,,,,,other,C-1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-A/C,,,,,,,,,,,,,,,,,,
553,,,,,,,other,C-1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLLAR,,,,,,,,,,,,,,,,,,0.56
554,,,,,,,other,C-1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-A/C,,,,,,,,,,,,,,,,,,0.05
555,,,,,,,other,C-0993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.499
556,,,,,,,other,C-0655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.162
557,,,,,,,other,C-1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHER-FUEL INJ,,,,,,,,,,,,,,,,,,0.003
558,,,,,,,other,C-0844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.145
559,,,,,,,other,C-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT,,,,,,,,,,,,,,,,,,0.014
560,,,,,,,other,C-0366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.112
561,,,,,,,other,C-1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.418
562,,,,,,,other,C-1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FUEL INJ,,,,,,,,,,,,,,,,,,0.025
563,,,,,,,other,C-1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAP AS-FILLER,,,,,,,,,,,,,,,,,,0.197
564,,,,,,,other,C-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-INJ LINE,,,,,,,,,,,,,,,,,,0.045
565,,,,,,,other,C-1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR,,,,,,,,,,,,,,,,,,0.175
566,,,,,,,other,C-1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-WELD,,,,,,,,,,,,,,,,,,0.016
567,,,,,,,other,C-1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAP-A/C,,,,,,,,,,,,,,,,,,0.001
568,,,,,,,other,C-0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.548
569,,,,,,,other,C-1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALVE AS.-A/C,,,,,,,,,,,,,,,,,,0.005
570,,,,,,,other,C-1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FUEL INJ,,,,,,,,,,,,,,,,,,0.025
571,,,,,,,other,C-1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-F INJ LINE,,,,,,,,,,,,,,,,,,0.044
572,,,,,,,other,C-1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.03
573,,,,,,,other,C-0377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALVE CORE,,,,,,,,,,,,,,,,,,0.064
574,,,,,,,other,C-1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.298
575,,,,,,,other,C-1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.2
576,,,,,,,other,C-0681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.096
577,,,,,,,other,C-0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.323
578,,,,,,,other,C-0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.13
579,,,,,,,other,C-2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLEEVE,,,,,,,,,,,,,,,,,,1.2
580,,,,,,,other,C-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-OIL LIN,,,,,,,,,,,,,,,,,,0.236
581,,,,,,,other,C-0915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIN,,,,,,,,,,,,,,,,,,0.006
582,,,,,,,other,C-0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-ORFS,,,,,,,,,,,,,,,,,,0.123
583,,,,,,,other,C-1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-PIPE,,,,,,,,,,,,,,,,,,0.592
584,,,,,,,other,C-1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.482
585,,,,,,,other,C-1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,1.33
586,,,,,,,other,C-0424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-WELD,,,,,,,,,,,,,,,,,,0.009
587,,,,,,,other,C-0120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.029
588,,,,,,,other,C-0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.952
589,,,,,,,other,C-0762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.453
590,,,,,,,other,C-0710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.303
591,,,,,,,other,C-0952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.213
592,,,,,,,other,C-0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.846
593,,,,,,,other,C-0939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.77
594,,,,,,,other,C-0955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW-HYDRAULIC,,,,,,,,,,,,,,,,,,0.623
595,,,,,,,other,C-1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,9.97
596,,,,,,,other,C-1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.873
597,,,,,,,other,C-1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.036
598,,,,,,,other,C-1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.955
599,,,,,,,other,C-0863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,2.178
600,,,,,,,other,C-1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.246
601,,,,,,,other,C-1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,0.018
602,,,,,,,other,C-0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.938
603,,,,,,,other,C-0441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-O LINE,,,,,,,,,,,,,,,,,,
604,,,,,,,other,C-0130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.49
605,,,,,,,other,C-1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLLAR,,,,,,,,,,,,,,,,,,0.2
606,,,,,,,other,C-1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIP,,,,,,,,,,,,,,,,,,0.025
607,,,,,,,other,C-1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.103
608,,,,,,,other,C-1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,2.0
609,,,,,,,other,C-0368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.442
610,,,,,,,other,C-1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-A/C,,,,,,,,,,,,,,,,,,
611,,,,,,,other,C-1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-OIL LIN,,,,,,,,,,,,,,,,,,0.15
612,,,,,,,other,C-0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.229
613,,,,,,,other,C-0314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.25
614,,,,,,,other,C-0378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALVE BODY,,,,,,,,,,,,,,,,,,0.094
615,,,,,,,other,C-1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.221
616,,,,,,,other,C-0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HASP AS,,,,,,,,,,,,,,,,,,0.061
617,,,,,,,other,C-1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD-FLANGED,,,,,,,,,,,,,,,,,,0.55
618,,,,,,,other,C-1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUG,,,,,,,,,,,,,,,,,,0.032
619,,,,,,,other,C-0987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.48
620,,,,,,,other,C-0989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,4.073
621,,,,,,,other,C-0964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.065
622,,,,,,,other,C-0824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAP-A/C,,,,,,,,,,,,,,,,,,0.045
623,,,,,,,other,C-1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.043
624,,,,,,,other,C-0923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD-ADAPTER,,,,,,,,,,,,,,,,,,0.102
625,,,,,,,other,C-1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.146
626,,,,,,,other,C-1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUG-CUP,,,,,,,,,,,,,,,,,,0.001
627,,,,,,,other,C-0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.418
628,,,,,,,other,C-0640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.123
629,,,,,,,other,C-0656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.068
630,,,,,,,other,C-0996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.074
631,,,,,,,other,C-0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FLARED,,,,,,,,,,,,,,,,,,0.07
632,,,,,,,other,C-1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIP,,,,,,,,,,,,,,,,,,0.022
633,,,,,,,other,C-1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-A/C,,,,,,,,,,,,,,,,,,0.077
634,,,,,,,other,C-0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS-FITTING,,,,,,,,,,,,,,,,,,0.079
635,,,,,,,other,C-0597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.206
636,,,,,,,other,C-0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.248
637,,,,,,,other,C-1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING AS,,,,,,,,,,,,,,,,,,0.03
638,,,,,,,other,C-1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-A/C,,,,,,,,,,,,,,,,,,0.059
639,,,,,,,other,C-1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEE,,,,,,,,,,,,,,,,,,0.275
640,,,,,,,other,C-2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-INLET,,,,,,,,,,,,,,,,,,0.74
641,,,,,,,other,C-1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE-CAPTIVE,,,,,,,,,,,,,,,,,,0.363
642,,,,,,,other,C-0121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-O LINE,,,,,,,,,,,,,,,,,,0.227
643,,,,,,,other,C-0859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.782
644,,,,,,,other,C-0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PERM,,,,,,,,,,,,,,,,,,0.143
645,,,,,,,other,C-0347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAP-A/C,,,,,,,,,,,,,,,,,,0.002
646,,,,,,,other,C-0864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIPPLE AS.-45,,,,,,,,,,,,,,,,,,0.018
647,,,,,,,other,C-0890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.41
648,,,,,,,other,C-1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUG,,,,,,,,,,,,,,,,,,0.002
649,,,,,,,other,C-0340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.29
650,,,,,,,other,C-0636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.094
651,,,,,,,other,C-1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD-FLANGED,,,,,,,,,,,,,,,,,,0.148
652,,,,,,,other,C-1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHER,,,,,,,,,,,,,,,,,,0.035
653,,,,,,,other,C-1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DISC,,,,,,,,,,,,,,,,,,0.146
654,,,,,,,other,C-0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.295
655,,,,,,,other,C-0171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.234
656,,,,,,,other,C-0954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.567
657,,,,,,,other,C-1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING-FLANGE,,,,,,,,,,,,,,,,,,0.364
658,,,,,,,other,C-1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.594
659,,,,,,,other,C-0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.901
660,,,,,,,other,C-1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-PIPE,,,,,,,,,,,,,,,,,,0.41
